#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
909676	855409	855704	35532	35799	YNL307C	YNL027W	MCK1	CRZ1	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	Dosage Growth Defect	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.32	-	colony size|vegetative growth	score threshold  >=0.2=<	-	BIOGRID
909719	855409	855522	35532	35635	YNL307C	YNL199C	MCK1	GCR2	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	L000000691	Dosage Growth Defect	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.26	-	colony size|vegetative growth	score threshold  >=0.2=<	-	BIOGRID
910024	855409	854042	35532	34293	YNL307C	YOL108C	MCK1	INO4	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	L000000869	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.309	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
910587	855409	853751	35532	34024	YNL307C	YKL109W	MCK1	HAP4	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	transcription factor HAP4|L000000754	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.21	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
911716	855409	854540	35532	34743	YNL307C	YOR358W	MCK1	HAP5	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	L000003021	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.141	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
912337	855409	856366	35532	36403	YNL307C	YHL020C	MCK1	OPI1	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	transcriptional regulator OPI1|L000001303	Positive Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	0.162	-	colony size|vegetative growth	score threshold >=0.16, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
1257219	855409	853334	35532	33646	YNL307C	YJL110C	MCK1	GZF3	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	DEH1|NIL2|L000002858|L000003382	Synthetic Growth Defect	genetic	Sanchez-Casalongue ME (2015)	25631054	559292	559292	High Throughput	-	-	resistance to chemicals|vegetative growth	SGA for rapamycin sensitivity using kns1 mck1 double mutant as bait|Table S1|hit shows rapamycin sensitivity in combination with either kns1 or mck1	-	BIOGRID
2175517	855409	853751	35532	34024	YNL307C	YKL109W	MCK1	HAP4	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	transcription factor HAP4|L000000754	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2386	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mck1 - hap4 [SGA score = -0.2386, P-value = 1.428E-56]	-	BIOGRID
2175548	855409	854042	35532	34293	YNL307C	YOL108C	MCK1	INO4	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	L000000869	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2439	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mck1 - ino4 [SGA score = -0.2439, P-value = 2.392E-16]	-	BIOGRID
541529	855765	850873	35855	31447	YNR031C	YLR176C	SSK2	RFX1	mitogen-activated protein kinase kinase kinase SSK2|L000002826	CRT1|L000004129	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.750298	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543106	855765	855656	35855	35755	YNR031C	YNL068C	SSK2	FKH2	mitogen-activated protein kinase kinase kinase SSK2|L000002826	forkhead family transcription factor FKH2|L000002608	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.697621	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
909379	855765	855656	35855	35755	YNR031C	YNL068C	SSK2	FKH2	mitogen-activated protein kinase kinase kinase SSK2|L000002826	forkhead family transcription factor FKH2|L000002608	Dosage Growth Defect	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.216	-	colony size|vegetative growth	score threshold  >=0.2=<	-	BIOGRID
2357942	855765	854042	35855	34293	YNR031C	YOL108C	SSK2	INO4	mitogen-activated protein kinase kinase kinase SSK2|L000002826	L000000869	Negative Genetic	genetic	Srivas R (2016)	27453043	559292	559292	High Throughput	-2.53	-	colony size	Untreated conditions. SGA was used to score genetic interactions based on the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542018	855766	853523	35856	33817	YNR032W	YJR060W	PPG1	CBF1	putative serine/threonine-protein kinase PPG1|L000001470	CEP1|CPF1|CP1|L000000311|L000000401	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.599678	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542261	855766	850928	35856	31498	YNR032W	YLR228C	PPG1	ECM22	putative serine/threonine-protein kinase PPG1|L000001470	L000004375	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.881923	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542963	855766	850873	35856	31447	YNR032W	YLR176C	PPG1	RFX1	putative serine/threonine-protein kinase PPG1|L000001470	CRT1|L000004129	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.412069	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
2177256	855766	851542	35856	32035	YNR032W	YDL020C	PPG1	RPN4	putative serine/threonine-protein kinase PPG1|L000001470	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1974	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ppg1 - rpn4 [SGA score = -0.1974, P-value = 8.474E-6]	-	BIOGRID
2177260	855766	851724	35856	32200	YNR032W	YDR146C	PPG1	SWI5	putative serine/threonine-protein kinase PPG1|L000001470	DNA-binding transcription factor SWI5|L000002253	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1367	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ppg1 - swi5 [SGA score = -0.1367, P-value = 0.03338]	-	BIOGRID
413441	854111	851452	34357	31956	YOL045W	YDL106C	PSK2	PHO2	serine/threonine protein kinase PSK2	BAS2|GRF10|phoB|L000000728	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1462	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
911599	854111	851452	34357	31956	YOL045W	YDL106C	PSK2	PHO2	serine/threonine protein kinase PSK2	BAS2|GRF10|phoB|L000000728	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.146	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
214749	854042	855409	34293	35532	YOL108C	YNL307C	INO4	MCK1	L000000869	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	Negative Genetic	genetic	Collins SR (2007)	17314980	559292	559292	High Throughput	-8.65719	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
217099	854042	850574	34293	31172	YOL108C	YFR019W	INO4	FAB1	L000000869	SVL7|1-phosphatidylinositol-3-phosphate 5-kinase|L000000597	Negative Genetic	genetic	Collins SR (2007)	17314980	559292	559292	High Throughput	-5.405077	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
412856	854042	856823	34293	36834	YOL108C	YER089C	INO4	PTC2	L000000869	type 2C protein phosphatase PTC2|L000003403	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2226	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
541075	854042	856478	34293	36513	YOL108C	YHR079C	INO4	IRE1	L000000869	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-4.357285	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
541448	854042	850824	34293	31402	YOL108C	YLR133W	INO4	CKI1	L000000869	bifunctional choline kinase/ethanolamine kinase CKI1|L000000346	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.26134	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543125	854042	854776	34293	34955	YOL108C	YIL035C	INO4	CKA1	L000000869	casein kinase 2 catalytic subunit CKA1|L000000343	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.503473	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
579370	854042	851558	34293	32048	YOL108C	YDL006W	INO4	PTC1	L000000869	CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1|L000000890|L000001523	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-4.123351411	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
580735	854042	852088	34293	32529	YOL108C	YDR477W	INO4	SNF1	L000000869	CAT1|CCR1|GLC2|HAF3|PAS14|AMP-activated serine/threonine-protein kinase catalytic subunit SNF1|L000001944	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-3.575157162	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
581615	854042	850574	34293	31172	YOL108C	YFR019W	INO4	FAB1	L000000869	SVL7|1-phosphatidylinositol-3-phosphate 5-kinase|L000000597	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-4.032103228	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
582907	854042	856478	34293	36513	YOL108C	YHR079C	INO4	IRE1	L000000869	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-5.280462589	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
584106	854042	853818	34293	34085	YOL108C	YKL048C	INO4	ELM1	L000000869	LDB9|serine/threonine protein kinase ELM1|L000000548	Positive Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	2.895216851	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
585070	854042	850824	34293	31402	YOL108C	YLR133W	INO4	CKI1	L000000869	bifunctional choline kinase/ethanolamine kinase CKI1|L000000346	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-9.21602962	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
587374	854042	855409	34293	35532	YOL108C	YNL307C	INO4	MCK1	L000000869	CMS1|YPK1|serine/threonine/tyrosine protein kinase MCK1|L000001036|S000029094|L000000369	Negative Genetic	genetic	Hoppins S (2011)	21987634	559292	559292	High Throughput	-6.970824447	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).	-	BIOGRID
2180358	854042	851558	34293	32048	YOL108C	YDL006W	INO4	PTC1	L000000869	CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1|L000000890|L000001523	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1637	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ino4 - ptc1 [SGA score = -0.1637, P-value = 2.116E-9]	-	BIOGRID
521589	853992	855704	34247	35799	YOL128C	YNL027W	YGK3	CRZ1	serine/threonine protein kinase YGK3	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	Reconstituted Complex	physical	Fasolo J (2011)	21460040	559292	559292	High Throughput	-	-	-	High Throughput: Proteome microarrays were used to identify proteins that interact with protein kinases.	-	BIOGRID
151856	854227	850594	34460	31191	YOR061W	YFR034C	CKA2	PHO4	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	phosphate-sensing transcription factor PHO4|phoD|L000001420	Biochemical Activity	physical	Barz T (2003)	12606059	559292	559292	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
195578	854227	856366	34460	36403	YOR061W	YHL020C	CKA2	OPI1	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	transcriptional regulator OPI1|L000001303	Biochemical Activity	physical	Chang YF (2006)	16407309	559292	559292	Low Throughput	-	No Modification	-	-	-	BIOGRID
226655	854227	854042	34460	34293	YOR061W	YOL108C	CKA2	INO4	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	L000000869	Positive Genetic	genetic	Collins SR (2007)	17314980	559292	559292	High Throughput	2.935918	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
540714	854227	851724	34460	32200	YOR061W	YDR146C	CKA2	SWI5	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	DNA-binding transcription factor SWI5|L000002253	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.400508	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
2202730	854227	855899	34460	35982	YOR061W	YPL202C	CKA2	AFT2	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	-	Dosage Lethality	genetic	Youn JY (2017)	28122947	559292	559292	High Throughput	-	-	inviable	-	-	BIOGRID
2202733	854227	850513	34460	31115	YOR061W	YFL031W	CKA2	HAC1	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	ERN4|IRE15|transcription factor HAC1|L000002611	Dosage Lethality	genetic	Youn JY (2017)	28122947	559292	559292	High Throughput	-	-	inviable	-	-	BIOGRID
416092	854342	856524	34565	36557	YOR171C	YHR124W	LCB4	NDT80	sphinganine kinase LCB4|L000004328	transcription factor NDT80|L000003016	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2383	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
542113	854342	851905	34565	32363	YOR171C	YDR310C	LCB4	SUM1	sphinganine kinase LCB4|L000004328	L000003008	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-4.063514	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542469	854342	852809	34565	33177	YOR171C	YGL071W	LCB4	AFT1	sphinganine kinase LCB4|L000004328	RCS1|DNA-binding transcription factor AFT1|L000002660|L000001594	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.609904	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
2184946	854342	856524	34565	36557	YOR171C	YHR124W	LCB4	NDT80	sphinganine kinase LCB4|L000004328	transcription factor NDT80|L000003016	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2422	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lcb4 - ndt80 [SGA score = -0.2422, P-value = 0.01231]	-	BIOGRID
543076	854406	855656	34624	35755	YOR231W	YNL068C	MKK1	FKH2	SSP32|mitogen-activated protein kinase kinase MKK1|L000001117	forkhead family transcription factor FKH2|L000002608	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.577222	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543426	854406	855522	34624	35635	YOR231W	YNL199C	MKK1	GCR2	SSP32|mitogen-activated protein kinase kinase MKK1|L000001117	L000000691	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.368082	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542989	854441	853523	34656	33817	YOR267C	YJR060W	HRK1	CBF1	putative serine/threonine protein kinase HRK1	CEP1|CPF1|CP1|L000000311|L000000401	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.054417	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543000	854441	851724	34656	32200	YOR267C	YDR146C	HRK1	SWI5	putative serine/threonine protein kinase HRK1	DNA-binding transcription factor SWI5|L000002253	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.57889	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543403	854441	850513	34656	31115	YOR267C	YFL031W	HRK1	HAC1	putative serine/threonine protein kinase HRK1	ERN4|IRE15|transcription factor HAC1|L000002611	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.356559	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543406	854441	855522	34656	35635	YOR267C	YNL199C	HRK1	GCR2	putative serine/threonine protein kinase HRK1	L000000691	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.51052	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543434	854441	855005	34656	35163	YOR267C	YML007W	HRK1	YAP1	putative serine/threonine protein kinase HRK1	PAR1|SNQ3|DNA-binding transcription factor YAP1|L000001364	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-4.478582	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
